# QIGOA reality-check | script=run_exact_check.py | experiment=main | data_source=brats | commit=1461520d7785c65a06704e47ba229ddde0b2d9ff | generated=2026-07-17T09:10:26
BraTS20_Training_014,wt_flair,true,3,12.311308861538237,12.311308861538237,0.000e+00,0.000e+00,1|78|156,1|78|156,1,ba30fd8f9a9a81c81046a1693e9e794980ca7d4c1e9afcc9f533f77cb9ac0964,ba30fd8f9a9a81c81046a1693e9e794980ca7d4c1e9afcc9f533f77cb9ac0964,1,1,0.237144,28.146687,118.69,1,brats,0
BraTS20_Training_014,wt_flair,false,2,12.311308861538153,12.311308861538153,0.000e+00,0.000e+00,78|156,78|156,1,ba30fd8f9a9a81c81046a1693e9e794980ca7d4c1e9afcc9f533f77cb9ac0964,ba30fd8f9a9a81c81046a1693e9e794980ca7d4c1e9afcc9f533f77cb9ac0964,1,1,0.161003,0.265252,1.65,1,brats,0
BraTS20_Training_014,wt_flair,false,3,15.359675704584179,15.359675704584179,0.000e+00,0.000e+00,67|123|170,67|123|170,1,af31058c5ab63b31475f120b0b976d4e8973f41845074ce43dca364401a3f21c,af31058c5ab63b31475f120b0b976d4e8973f41845074ce43dca364401a3f21c,1,1,0.236233,27.804296,117.70,1,brats,0
BraTS20_Training_014,et_t1ce,true,2,8.6771568542293149,8.6771568542293149,0.000e+00,0.000e+00,1|106,1|106,1,6026eae9d918d3f01f13f9c2a71cc64be16aee9756272778cef87a5bf54fcfa2,6026eae9d918d3f01f13f9c2a71cc64be16aee9756272778cef87a5bf54fcfa2,1,1,0.158738,0.215642,1.36,1,brats,0
BraTS20_Training_014,et_t1ce,true,3,11.998218221272374,11.998218221272374,0.000e+00,0.000e+00,1|106|176,1|106|176,1,a1bc552421a458b7e0dcbba22b6dacb31c15d3237ce4416586348a193b919422,a1bc552421a458b7e0dcbba22b6dacb31c15d3237ce4416586348a193b919422,1,1,0.232694,20.810695,89.43,1,brats,0
BraTS20_Training_014,et_t1ce,false,2,11.998218221272341,11.998218221272341,0.000e+00,0.000e+00,106|176,106|176,1,a1bc552421a458b7e0dcbba22b6dacb31c15d3237ce4416586348a193b919422,a1bc552421a458b7e0dcbba22b6dacb31c15d3237ce4416586348a193b919422,1,1,0.156900,0.220717,1.41,1,brats,0
BraTS20_Training_014,et_t1ce,false,3,14.910076626175647,14.910076626175647,0.000e+00,0.000e+00,97|139|182,97|139|182,1,e9cd2e02140ba54f4ccadee9379d9b18d17c2bc2eb70256fcf87eb827040533c,e9cd2e02140ba54f4ccadee9379d9b18d17c2bc2eb70256fcf87eb827040533c,1,1,0.237407,20.683422,87.12,1,brats,0
BraTS20_Training_015,wt_flair,true,2,9.3847812221484297,9.3847812221484297,0.000e+00,0.000e+00,129|185,129|185,1,6d994f8e344118ae21f015f72104993f9db68753880423c3ee4d2f0782ca3f9d,6d994f8e344118ae21f015f72104993f9db68753880423c3ee4d2f0782ca3f9d,1,1,0.161606,0.287772,1.78,1,brats,0
BraTS20_Training_015,wt_flair,true,3,12.648404584200263,12.648404584200263,0.000e+00,0.000e+00,1|72|135,1|72|135,1,ff426553f307c5cb160df147f0ccd1e4cb4118bb74852596a4ece3160f998edc,ff426553f307c5cb160df147f0ccd1e4cb4118bb74852596a4ece3160f998edc,1,1,0.238076,31.512912,132.37,1,brats,0
BraTS20_Training_015,wt_flair,false,2,12.648404584200208,12.648404584200208,0.000e+00,0.000e+00,72|135,72|135,1,ff426553f307c5cb160df147f0ccd1e4cb4118bb74852596a4ece3160f998edc,ff426553f307c5cb160df147f0ccd1e4cb4118bb74852596a4ece3160f998edc,1,1,0.160657,0.293016,1.82,1,brats,0
BraTS20_Training_015,wt_flair,false,3,15.776521084144727,15.776521084144727,0.000e+00,0.000e+00,72|135|189,72|135|189,1,d201857243bad4b20421318c83258c0f41197af82355db2b34da8c53e12b2a13,d201857243bad4b20421318c83258c0f41197af82355db2b34da8c53e12b2a13,1,1,0.241156,31.276635,129.69,1,brats,0
BraTS20_Training_015,et_t1ce,true,2,9.0073794863352799,9.0073794863352799,0.000e+00,0.000e+00,1|143,1|143,1,337f261d8edf0208ab7d48ed7395f65bdaa14087b9c8e248a13c30260b5d1017,337f261d8edf0208ab7d48ed7395f65bdaa14087b9c8e248a13c30260b5d1017,1,1,0.157645,0.229665,1.46,1,brats,0
BraTS20_Training_015,et_t1ce,true,3,12.183268719514876,12.183268719514876,0.000e+00,0.000e+00,1|140|200,1|140|200,1,278ce5575a31fe774300f7f9d50a8933d04e84a3b8b9837d6d2b67e409968ecc,278ce5575a31fe774300f7f9d50a8933d04e84a3b8b9837d6d2b67e409968ecc,1,1,0.237056,22.225802,93.76,1,brats,0
BraTS20_Training_015,et_t1ce,false,2,12.183268719514739,12.183268719514739,0.000e+00,0.000e+00,140|200,140|200,1,278ce5575a31fe774300f7f9d50a8933d04e84a3b8b9837d6d2b67e409968ecc,278ce5575a31fe774300f7f9d50a8933d04e84a3b8b9837d6d2b67e409968ecc,1,1,0.158604,0.224392,1.41,1,brats,0
BraTS20_Training_015,et_t1ce,false,3,15.260511994995401,15.260511994995401,0.000e+00,0.000e+00,95|143|200,95|143|200,1,278ce5575a31fe774300f7f9d50a8933d04e84a3b8b9837d6d2b67e409968ecc,278ce5575a31fe774300f7f9d50a8933d04e84a3b8b9837d6d2b67e409968ecc,1,1,0.235743,22.173200,94.06,1,brats,0
BraTS20_Training_016,wt_flair,true,2,8.9694238511090312,8.9694238511090312,0.000e+00,0.000e+00,131|183,131|183,1,2c376e811f482d9ca0be9a7ad32a79df5d93e0f6f5b60719719faf65db0c96be,2c376e811f482d9ca0be9a7ad32a79df5d93e0f6f5b60719719faf65db0c96be,1,1,0.158970,0.257080,1.62,1,brats,0
BraTS20_Training_016,wt_flair,true,3,12.223674133000301,12.223674133000301,0.000e+00,0.000e+00,1|78|138,1|78|138,1,ca65f453fd17abfd6d447cba2fb9adf4d5bf82725e1c58929016783f6a9eb2f6,ca65f453fd17abfd6d447cba2fb9adf4d5bf82725e1c58929016783f6a9eb2f6,1,1,0.238219,26.717080,112.15,1,brats,0
BraTS20_Training_016,wt_flair,false,2,12.223674133000362,12.223674133000362,0.000e+00,0.000e+00,78|138,78|138,1,ca65f453fd17abfd6d447cba2fb9adf4d5bf82725e1c58929016783f6a9eb2f6,ca65f453fd17abfd6d447cba2fb9adf4d5bf82725e1c58929016783f6a9eb2f6,1,1,0.158360,0.257019,1.62,1,brats,0
BraTS20_Training_016,wt_flair,false,3,15.307505110956857,15.307505110956857,0.000e+00,0.000e+00,78|135|184,78|135|184,1,bd4efffdf5e4f128dbe31e507bb51b85f14ddd829e316929d207de6c7a96e4b9,bd4efffdf5e4f128dbe31e507bb51b85f14ddd829e316929d207de6c7a96e4b9,1,1,0.238894,26.485781,110.87,1,brats,0
BraTS20_Training_016,et_t1ce,true,2,8.1954837863094845,8.1954837863094845,0.000e+00,0.000e+00,1|117,1|117,1,c17ecaee0ea5e51ac614eee9a54b41d1a8b12bd18701530d1ae2d8f410e3cdaf,c17ecaee0ea5e51ac614eee9a54b41d1a8b12bd18701530d1ae2d8f410e3cdaf,1,1,0.165445,0.200745,1.21,1,brats,0
BraTS20_Training_016,et_t1ce,true,3,11.381716423734163,11.381716423734163,0.000e+00,0.000e+00,1|112|178,1|112|178,1,280af1c698548b2cedfb5c6944ce6f1540b692bc63f2d6212ef2e7ab0485b1bd,280af1c698548b2cedfb5c6944ce6f1540b692bc63f2d6212ef2e7ab0485b1bd,1,1,0.236218,18.210188,77.09,1,brats,0
BraTS20_Training_016,et_t1ce,false,2,11.381716423733854,11.381716423733854,0.000e+00,0.000e+00,112|178,112|178,1,280af1c698548b2cedfb5c6944ce6f1540b692bc63f2d6212ef2e7ab0485b1bd,280af1c698548b2cedfb5c6944ce6f1540b692bc63f2d6212ef2e7ab0485b1bd,1,1,0.156601,0.197295,1.26,1,brats,0
BraTS20_Training_016,et_t1ce,false,3,14.356857982641646,14.356857982641646,0.000e+00,0.000e+00,91|131|178,91|131|178,1,280af1c698548b2cedfb5c6944ce6f1540b692bc63f2d6212ef2e7ab0485b1bd,280af1c698548b2cedfb5c6944ce6f1540b692bc63f2d6212ef2e7ab0485b1bd,1,1,0.232527,18.039160,77.58,1,brats,0
BraTS20_Training_017,wt_flair,true,2,9.2688259054251532,9.2688259054251532,0.000e+00,0.000e+00,137|196,137|196,1,a9161b1341056aee380321c74df8cd241ea6221a5cb1c850d8a255dfcdf66cf3,a9161b1341056aee380321c74df8cd241ea6221a5cb1c850d8a255dfcdf66cf3,1,1,0.159438,0.284199,1.78,1,brats,0
BraTS20_Training_017,wt_flair,true,3,12.395274935133221,12.395274935133221,0.000e+00,0.000e+00,1|73|136,1|73|136,1,a191344922c0aee3b4db712281192806bb1a2989318d9d8512225b77edff65f5,a191344922c0aee3b4db712281192806bb1a2989318d9d8512225b77edff65f5,1,1,0.236098,30.412604,128.81,1,brats,0
BraTS20_Training_017,wt_flair,false,2,12.395274935133179,12.395274935133179,0.000e+00,0.000e+00,73|136,73|136,1,a191344922c0aee3b4db712281192806bb1a2989318d9d8512225b77edff65f5,a191344922c0aee3b4db712281192806bb1a2989318d9d8512225b77edff65f5,1,1,0.160050,0.291921,1.82,1,brats,0
BraTS20_Training_017,wt_flair,false,3,15.535574573643775,15.535574573643775,0.000e+00,0.000e+00,73|137|196,73|137|196,1,a9161b1341056aee380321c74df8cd241ea6221a5cb1c850d8a255dfcdf66cf3,a9161b1341056aee380321c74df8cd241ea6221a5cb1c850d8a255dfcdf66cf3,1,1,0.269230,30.558760,113.50,1,brats,0
BraTS20_Training_017,et_t1ce,true,2,8.9817338612108362,8.9817338612108362,0.000e+00,0.000e+00,1|126,1|126,1,a835a3f74f7b5a49d5082b4d39f195d1c707d8f85a6528569412cd3a0fc2fce4,a835a3f74f7b5a49d5082b4d39f195d1c707d8f85a6528569412cd3a0fc2fce4,1,1,0.161336,0.236354,1.46,1,brats,0
BraTS20_Training_017,et_t1ce,true,3,12.271054803240618,12.271054803240618,0.000e+00,0.000e+00,1|123|186,1|123|186,1,e8b540d860c787af7680e54b3422c514be205eb8237015531141505ded7979e5,e8b540d860c787af7680e54b3422c514be205eb8237015531141505ded7979e5,1,1,0.236611,23.726075,100.27,1,brats,0
BraTS20_Training_017,et_t1ce,false,2,12.271054803240633,12.271054803240633,0.000e+00,0.000e+00,123|186,123|186,1,e8b540d860c787af7680e54b3422c514be205eb8237015531141505ded7979e5,e8b540d860c787af7680e54b3422c514be205eb8237015531141505ded7979e5,1,1,0.158737,0.240008,1.51,1,brats,0
BraTS20_Training_017,et_t1ce,false,3,15.259597128868522,15.259597128868522,0.000e+00,0.000e+00,110|154|199,110|154|199,1,8d8f5effa4c47c60cf174af2b51262eb37fc050008a23a6983a522488455126a,8d8f5effa4c47c60cf174af2b51262eb37fc050008a23a6983a522488455126a,1,1,0.239747,23.553599,98.24,1,brats,0
BraTS20_Training_018,wt_flair,true,2,8.9871609679163882,8.9871609679163882,0.000e+00,0.000e+00,1|83,1|83,1,07c3eccca655837b398526fd660304015b68e9d75dfe8d089ef0acb809627bda,07c3eccca655837b398526fd660304015b68e9d75dfe8d089ef0acb809627bda,1,1,0.158472,0.287849,1.82,1,brats,0
BraTS20_Training_018,wt_flair,true,3,12.608696435696825,12.608696435696825,0.000e+00,0.000e+00,1|83|157,1|83|157,1,0e40556300690a010801cc5f88eeace5c9869f78a31d01c1422bf9b4dd830d9f,0e40556300690a010801cc5f88eeace5c9869f78a31d01c1422bf9b4dd830d9f,1,1,0.242322,31.429507,129.70,1,brats,0
BraTS20_Training_018,wt_flair,false,2,12.608696435697006,12.608696435697006,0.000e+00,0.000e+00,83|157,83|157,1,0e40556300690a010801cc5f88eeace5c9869f78a31d01c1422bf9b4dd830d9f,0e40556300690a010801cc5f88eeace5c9869f78a31d01c1422bf9b4dd830d9f,1,1,0.161955,0.288584,1.78,1,brats,0
BraTS20_Training_018,wt_flair,false,3,15.516667334061786,15.516667334061786,0.000e+00,0.000e+00,46|88|157,46|88|157,1,0e40556300690a010801cc5f88eeace5c9869f78a31d01c1422bf9b4dd830d9f,0e40556300690a010801cc5f88eeace5c9869f78a31d01c1422bf9b4dd830d9f,1,1,0.240919,32.421585,134.57,1,brats,0
BraTS20_Training_018,et_t1ce,true,2,9.0726334661871633,9.0726334661871633,0.000e+00,0.000e+00,1|155,1|155,1,298bcf6918b634c9e89dad363894e49ca6116a989ca06d4baffed8e160726970,298bcf6918b634c9e89dad363894e49ca6116a989ca06d4baffed8e160726970,1,1,0.157666,0.521500,3.31,1,brats,0
BraTS20_Training_018,et_t1ce,true,3,12.378956313993775,12.378956313993775,0.000e+00,0.000e+00,1|111|166,1|111|166,1,b61388c9a9bb0f3ef39ea4f9aa01000769fea9b1a06e660a74e0e3054b94883d,b61388c9a9bb0f3ef39ea4f9aa01000769fea9b1a06e660a74e0e3054b94883d,1,1,0.305913,22.248130,72.73,1,brats,0
BraTS20_Training_018,et_t1ce,false,2,12.378956313993536,12.378956313993536,0.000e+00,0.000e+00,111|166,111|166,1,b61388c9a9bb0f3ef39ea4f9aa01000769fea9b1a06e660a74e0e3054b94883d,b61388c9a9bb0f3ef39ea4f9aa01000769fea9b1a06e660a74e0e3054b94883d,1,1,0.157991,0.227039,1.44,1,brats,0
BraTS20_Training_018,et_t1ce,false,3,15.421656465363821,15.421656465363821,0.000e+00,0.000e+00,106|159|206,106|159|206,1,d3e95b1a7ac51c61751324ccaada63fa6cf6a3f46253dd652dc2ec40dfb47dcf,d3e95b1a7ac51c61751324ccaada63fa6cf6a3f46253dd652dc2ec40dfb47dcf,1,1,0.237488,22.235489,93.63,1,brats,0
BraTS20_Training_019,wt_flair,true,2,8.5872221159185571,8.5872221159185571,0.000e+00,0.000e+00,1|69,1|69,1,94ed406e0826d396133f3c309256c71639320cee0a2135fe2685c18b009738c4,94ed406e0826d396133f3c309256c71639320cee0a2135fe2685c18b009738c4,1,1,0.159808,0.281397,1.76,1,brats,0
BraTS20_Training_019,wt_flair,true,3,12.066906805017279,12.066906805017279,0.000e+00,0.000e+00,1|66|136,1|66|136,1,f6b758fe097aca58bf330ebd45bbf450ea1f60d8c73d88a8bf894791cacecf57,f6b758fe097aca58bf330ebd45bbf450ea1f60d8c73d88a8bf894791cacecf57,1,1,0.236473,30.828510,130.37,1,brats,0
BraTS20_Training_019,wt_flair,false,2,12.066906805017084,12.066906805017084,0.000e+00,0.000e+00,66|136,66|136,1,f6b758fe097aca58bf330ebd45bbf450ea1f60d8c73d88a8bf894791cacecf57,f6b758fe097aca58bf330ebd45bbf450ea1f60d8c73d88a8bf894791cacecf57,1,1,0.158235,0.281583,1.78,1,brats,0
BraTS20_Training_019,wt_flair,false,3,14.945830905794995,14.945830905794995,0.000e+00,0.000e+00,62|107|148,62|107|148,1,3405876d08d3ba4f6824caa4edc94ba5a54d897588c3038fe2b0a9e59737c90e,3405876d08d3ba4f6824caa4edc94ba5a54d897588c3038fe2b0a9e59737c90e,1,1,0.237724,30.760035,129.39,1,brats,0
BraTS20_Training_019,et_t1ce,true,2,8.7098628719323052,8.7098628719323052,0.000e+00,0.000e+00,1|119,1|119,1,6ff247f7b8ec15af2236d91869827ca747ee33dcf1d142d860b42801975a0a9c,6ff247f7b8ec15af2236d91869827ca747ee33dcf1d142d860b42801975a0a9c,1,1,0.158735,0.231465,1.46,1,brats,0
BraTS20_Training_019,et_t1ce,true,3,11.95032348143925,11.95032348143925,0.000e+00,0.000e+00,1|111|181,1|111|181,1,21178295fb122203212cf754687148037ab609261ba85c676addb24687585e86,21178295fb122203212cf754687148037ab609261ba85c676addb24687585e86,1,1,0.236421,23.257812,98.37,1,brats,0
BraTS20_Training_019,et_t1ce,false,2,11.950323481439055,11.950323481439055,0.000e+00,0.000e+00,111|181,111|181,1,21178295fb122203212cf754687148037ab609261ba85c676addb24687585e86,21178295fb122203212cf754687148037ab609261ba85c676addb24687585e86,1,1,0.158717,0.231194,1.46,1,brats,0
BraTS20_Training_019,et_t1ce,false,3,14.963274936015383,14.963274936015383,0.000e+00,0.000e+00,82|122|181,82|122|181,1,21178295fb122203212cf754687148037ab609261ba85c676addb24687585e86,21178295fb122203212cf754687148037ab609261ba85c676addb24687585e86,1,1,0.247555,22.419379,90.56,1,brats,0
BraTS20_Training_020,wt_flair,true,2,9.236200238661235,9.236200238661235,0.000e+00,0.000e+00,141|196,141|196,1,14133edc4946861b89df4c3e03f25fd9c171cf4d248a2db5927aa22a6ac87155,14133edc4946861b89df4c3e03f25fd9c171cf4d248a2db5927aa22a6ac87155,1,1,0.158209,0.266792,1.69,1,brats,0
BraTS20_Training_020,wt_flair,true,3,12.530274027356255,12.530274027356255,0.000e+00,0.000e+00,1|74|152,1|74|152,1,9c2add746008bb0f5c209089320b930087af3c4f2252da3f7b1609ec029a2746,9c2add746008bb0f5c209089320b930087af3c4f2252da3f7b1609ec029a2746,1,1,0.238527,28.071846,117.69,1,brats,0
BraTS20_Training_020,wt_flair,false,2,12.530274027356143,12.530274027356143,0.000e+00,0.000e+00,74|152,74|152,1,9c2add746008bb0f5c209089320b930087af3c4f2252da3f7b1609ec029a2746,9c2add746008bb0f5c209089320b930087af3c4f2252da3f7b1609ec029a2746,1,1,0.158773,0.263235,1.66,1,brats,0
BraTS20_Training_020,wt_flair,false,3,15.64684580008889,15.64684580008889,0.000e+00,0.000e+00,74|141|196,74|141|196,1,14133edc4946861b89df4c3e03f25fd9c171cf4d248a2db5927aa22a6ac87155,14133edc4946861b89df4c3e03f25fd9c171cf4d248a2db5927aa22a6ac87155,1,1,0.234802,27.769870,118.27,1,brats,0
BraTS20_Training_020,et_t1ce,true,2,8.984150521657714,8.984150521657714,0.000e+00,0.000e+00,1|132,1|132,1,24be052968e5235a9fa9ed63726fa3dbd5b203ce123c3742ff4f5d16459b3129,24be052968e5235a9fa9ed63726fa3dbd5b203ce123c3742ff4f5d16459b3129,1,1,0.155121,0.213962,1.38,1,brats,0
BraTS20_Training_020,et_t1ce,true,3,12.25539744097715,12.25539744097715,0.000e+00,0.000e+00,1|129|190,1|129|190,1,2ca4cc79f7cf1d9446ee14211e841eebc51765a1c4e65c4303bf30d5993a6d99,2ca4cc79f7cf1d9446ee14211e841eebc51765a1c4e65c4303bf30d5993a6d99,1,1,0.235277,20.223989,85.96,1,brats,0
BraTS20_Training_020,et_t1ce,false,2,12.255397440977108,12.255397440977108,0.000e+00,0.000e+00,129|190,129|190,1,2ca4cc79f7cf1d9446ee14211e841eebc51765a1c4e65c4303bf30d5993a6d99,2ca4cc79f7cf1d9446ee14211e841eebc51765a1c4e65c4303bf30d5993a6d99,1,1,0.156660,0.213152,1.36,1,brats,0
BraTS20_Training_020,et_t1ce,false,3,15.369787019200068,15.369787019200068,0.000e+00,0.000e+00,93|143|194,93|143|194,1,f56ca8e02feace04524ee76e3b9a3da32835127e6cb81cf722d7b0a0747079f3,f56ca8e02feace04524ee76e3b9a3da32835127e6cb81cf722d7b0a0747079f3,1,1,0.236244,21.016494,88.96,1,brats,0
